Departmant,Item,Tdate,TypeID,Qty,Cost,Rate
NOV 18TH,Sebastian 20GM CREAM,09/01/2020,1,12,15.34,16.38
NOV 18TH,AL CREAM 15GM,08/02/2020,1,2,9.13,10.26
MARS,Zovirax,09/02/2020,1,5,17.74,18.97
NOV 18TH,BON CREAM 15G,16/02/2020,1,20,7.93,8.87
W/SALE,A D  25GM. CREAM,25/01/2020,1,22,16.69,18.08
SHELL,Visine,26/01/2020,1,1,6.63,7.56
HAIL,Visine,04/02/2020,1,11,6.63,7.56
HAIL,Risperdal,23/01/2020,1,3,9.75,10.7
ALKHUWAIR,NyQuill,17/02/2020,1,26,15.51,16.88
SQGM,Amaryl,25/01/2020,1,12,20.07,21.69
SHELL,BON CREAM 15G,24/01/2020,1,22,7.93,8.87
SHELL,AL CREAM 15GM,25/01/2020,1,27,9.13,10.26
MARS,Panadol,17/02/2020,1,8,2.1,2.9
MARS,AM 10 MG TAB,28/01/2020,1,29,11.41,12.67
W/SALE,Zovirax,11/02/2020,1,25,17.74,18.97
ALKHUWAIR,Risperdal,14/01/2020,1,1,9.75,10.7
MABELLA1,Panadol,16/02/2020,1,21,2.1,2.9
HAIL,BE PLUS 30G,04/01/2020,1,28,18.02,19.34
MABELLA1,Amaryl,09/01/2020,1,20,20.07,21.69
MARS,BE PLUS 30G,10/01/2020,1,12,18.02,19.34
SHELL,NyQuill,06/02/2020,1,24,15.51,16.88
SHELL,Panadol,04/02/2020,1,6,2.1,2.9
SQGM,AM 10 MG TAB,07/01/2020,1,23,11.41,12.67
MARS,Lisinopril,25/01/2020,1,29,11.07,12.06
W/SALE,Risperdal,08/01/2020,1,2,9.75,10.7
MARS,Zoloft,08/01/2020,1,11,17.49,18.93
HAIL,BE PLUS 30G,03/01/2020,1,17,18.02,19.34
NOV 18TH,AL CREAM 15GM,13/01/2020,1,4,9.13,10.26
MSQ,BE PLUS 30G,18/01/2020,1,8,18.02,19.34
W/SALE,BON CREAM 15G,29/01/2020,1,19,7.93,8.87
MABELLA1,Zoloft,02/02/2020,1,28,17.49,18.93
MABELLA1,Panadol,17/01/2020,1,13,2.1,2.9
MABELLA1,Visine,23/01/2020,1,24,6.63,7.56
NOV 18TH,Lisinopril,05/02/2020,1,5,11.07,12.06
ALKHUWAIR,AM 10 MG TAB,13/02/2020,1,5,11.41,12.67
SHELL,BE PLUS 30G,22/01/2020,1,21,18.02,19.34
SQGM,BE PLUS 30G,17/02/2020,1,14,18.02,19.34
SQGM,Lisinopril,03/02/2020,1,19,11.07,12.06
MARS,AM 10 MG TAB,07/02/2020,1,14,11.41,12.67
MSQ,BON CREAM 15G,17/02/2020,1,3,7.93,8.87
W/SALE,Miralax,11/02/2020,1,19,19.21,20.87
SQGM,Zovirax,05/01/2020,1,5,17.74,18.97
W/SALE,Risperdal,01/01/2020,1,24,9.75,10.7
MSQ,AL CREAM 15GM,02/01/2020,1,18,9.13,10.26
ALKHUWAIR,Risperdal,03/02/2020,1,6,9.75,10.7
MSQ,BON CREAM 15G,04/02/2020,1,25,7.93,8.87
MARS,AM 10 MG TAB,26/01/2020,1,25,11.41,12.67
W/SALE,A 5 MG TAB,09/02/2020,1,11,11.28,12.18
SHELL,BON CREAM 15G,10/01/2020,1,22,7.93,8.87
MABELLA1,A D  25GM. CREAM,26/01/2020,1,20,16.69,18.08
MARS,Visine,01/01/2020,1,5,6.63,7.56
NOV 18TH,Zoloft,19/01/2020,1,18,17.49,18.93
SQGM,Visine,14/02/2020,1,18,6.63,7.56
MSQ,Panadol,12/02/2020,1,1,2.1,2.9
NOV 18TH,Sebastian 20GM CREAM,10/01/2020,1,27,15.34,16.38
HAIL,BE PLUS 30G,01/01/2020,1,29,18.02,19.34
MSQ,Sebastian 20GM CREAM,31/01/2020,1,14,15.34,16.38
MABELLA1,Risperdal,16/01/2020,1,7,9.75,10.7
ALKHUWAIR,Amaryl,11/01/2020,1,15,20.07,21.69
ALKHUWAIR,Lisinopril,04/01/2020,1,13,11.07,12.06
MARS,AM 10 MG TAB,11/01/2020,1,11,11.41,12.67
HAIL,AM 10 MG TAB,13/01/2020,1,15,11.41,12.67
SQGM,Emend,07/01/2020,1,28,3.42,4.2
NOV 18TH,A D  25GM. CREAM,04/02/2020,1,20,16.69,18.08
MSQ,AL CREAM 15GM,07/01/2020,1,14,9.13,10.26
MARS,NyQuill,27/01/2020,1,23,15.51,16.88
MARS,Zoloft,30/01/2020,1,20,17.49,18.93
SHELL,Panadol,02/01/2020,1,10,2.1,2.9
SHELL,BON CREAM 15G,07/02/2020,2,16,7.93,8.87
NOV 18TH,AM 10 MG TAB,17/02/2020,2,11,11.41,12.67
ALKHUWAIR,Advil,09/01/2020,2,9,4.97,5.82
NOV 18TH,Sebastian 20GM CREAM,14/01/2020,2,27,15.34,16.38
NOV 18TH,A D  25GM. CREAM,16/01/2020,2,21,16.69,18.08
W/SALE,BE PLUS 30G,05/02/2020,2,15,18.02,19.34
SQGM,BON CREAM 15G,02/02/2020,2,6,7.93,8.87
MABELLA1,Risperdal,27/01/2020,2,27,9.75,10.7
NOV 18TH,Lisinopril,13/02/2020,2,13,11.07,12.06
MSQ,BON CREAM 15G,29/01/2020,2,5,7.93,8.87
NOV 18TH,Visine,17/01/2020,2,1,6.63,7.56
NOV 18TH,Emend,07/02/2020,2,14,3.42,4.2
MABELLA1,Risperdal,11/02/2020,2,12,9.75,10.7
W/SALE,Visine,03/01/2020,2,2,6.63,7.56
MABELLA1,BON CREAM 15G,08/01/2020,2,6,7.93,8.87
SHELL,Emend,08/01/2020,2,14,3.42,4.2
NOV 18TH,A D  25GM. CREAM,14/02/2020,2,12,16.69,18.08
SHELL,Miralax,04/01/2020,2,9,19.21,20.87
MSQ,Panadol,17/02/2020,2,12,2.1,2.9
ALKHUWAIR,Sebastian 20GM CREAM,04/01/2020,2,23,15.34,16.38
MABELLA1,Zoloft,18/01/2020,2,15,17.49,18.93
W/SALE,NyQuill,05/01/2020,2,27,15.51,16.88
SQGM,AM 10 MG TAB,09/01/2020,2,22,11.41,12.67
MARS,BE PLUS 30G,14/02/2020,2,1,18.02,19.34
SQGM,Risperdal,15/02/2020,2,29,9.75,10.7
MARS,AL CREAM 15GM,27/01/2020,2,26,9.13,10.26
SHELL,Magne B6,29/01/2020,2,28,18.35,19.8
MABELLA1,BE PLUS 30G,17/02/2020,2,26,18.02,19.34
MARS,Magne B6,09/01/2020,2,13,18.35,19.8
MABELLA1,A 5 MG TAB,23/01/2020,2,21,11.28,12.18
NOV 18TH,Lisinopril,01/02/2020,2,6,11.07,12.06
MSQ,Visine,19/01/2020,2,12,6.63,7.56
MSQ,Lisinopril,10/01/2020,2,19,11.07,12.06
MARS,Zovirax,24/01/2020,2,28,17.74,18.97
SQGM,BE PLUS 30G,05/01/2020,2,15,18.02,19.34
SHELL,AM 10 MG TAB,05/01/2020,2,14,11.41,12.67
SHELL,Miralax,18/01/2020,2,9,19.21,20.87
HAIL,Advil,03/02/2020,2,10,4.97,5.82
W/SALE,Advil,12/02/2020,2,21,4.97,5.82
MARS,A D  25GM. CREAM,14/02/2020,2,11,16.69,18.08
W/SALE,Visine,10/02/2020,2,7,6.63,7.56
MARS,Zovirax,13/02/2020,2,6,17.74,18.97
HAIL,Risperdal,06/01/2020,2,2,9.75,10.7
MSQ,Magne B6,08/01/2020,2,1,18.35,19.8
SQGM,A D  25GM. CREAM,03/02/2020,2,28,16.69,18.08
ALKHUWAIR,BE PLUS 30G,04/01/2020,2,26,18.02,19.34
W/SALE,Risperdal,13/01/2020,2,26,9.75,10.7
SQGM,AL CREAM 15GM,18/01/2020,2,17,9.13,10.26
W/SALE,Visine,09/02/2020,2,10,6.63,7.56
NOV 18TH,Lisinopril,15/01/2020,2,8,11.07,12.06
NOV 18TH,Risperdal,16/02/2020,2,3,9.75,10.7
SQGM,Miralax,16/02/2020,2,1,19.21,20.87
MARS,Risperdal,16/01/2020,2,6,9.75,10.7
NOV 18TH,Miralax,06/02/2020,2,24,19.21,20.87
NOV 18TH,NyQuill,03/02/2020,2,26,15.51,16.88
ALKHUWAIR,Amaryl,03/01/2020,2,1,20.07,21.69
SHELL,Emend,24/01/2020,2,18,3.42,4.2
ALKHUWAIR,Visine,01/01/2020,2,2,6.63,7.56
MSQ,Visine,07/02/2020,2,14,6.63,7.56
W/SALE,AM 10 MG TAB,04/01/2020,2,7,11.41,12.67
SQGM,Visine,09/02/2020,2,11,6.63,7.56
MSQ,Zovirax,28/01/2020,2,23,17.74,18.97
NOV 18TH,Risperdal,03/02/2020,2,27,9.75,10.7
SHELL,A D  25GM. CREAM,16/02/2020,2,13,16.69,18.08
SQGM,A 5 MG TAB,29/01/2020,2,10,11.28,12.18
W/SALE,Lisinopril,15/02/2020,2,22,11.07,12.06
W/SALE,Zoloft,06/02/2020,2,8,17.49,18.93
SQGM,BE PLUS 30G,01/02/2020,2,28,18.02,19.34
MSQ,Magne B6,11/02/2020,2,29,18.35,19.8
ALKHUWAIR,Advil,25/01/2020,2,25,4.97,5.82
MSQ,BE PLUS 30G,03/01/2020,2,13,18.02,19.34
ALKHUWAIR,AL CREAM 15GM,22/01/2020,2,9,9.13,10.26
ALKHUWAIR,Sebastian 20GM CREAM,31/01/2020,2,9,15.34,16.38
ALKHUWAIR,NyQuill,06/01/2020,2,16,15.51,16.88
MABELLA1,Miralax,20/01/2020,2,20,19.21,20.87
ALKHUWAIR,NyQuill,02/01/2020,2,27,15.51,16.88
HAIL,BE PLUS 30G,21/01/2020,2,16,18.02,19.34
MARS,Magne B6,17/01/2020,2,24,18.35,19.8
SHELL,Lisinopril,09/01/2020,2,26,11.07,12.06
MABELLA1,Emend,07/01/2020,2,17,3.42,4.2
NOV 18TH,Zovirax,01/02/2020,2,5,17.74,18.97
NOV 18TH,BON CREAM 15G,05/02/2020,2,4,7.93,8.87
MABELLA1,NyQuill,14/01/2020,2,9,15.51,16.88
MABELLA1,NyQuill,16/02/2020,2,4,15.51,16.88
NOV 18TH,A D  25GM. CREAM,28/01/2020,2,14,16.69,18.08
NOV 18TH,Sebastian 20GM CREAM,13/02/2020,2,4,15.34,16.38
W/SALE,BE PLUS 30G,09/02/2020,2,2,18.02,19.34
NOV 18TH,Amaryl,21/01/2020,2,12,20.07,21.69
SQGM,A D  25GM. CREAM,14/01/2020,2,13,16.69,18.08
MSQ,Emend,17/02/2020,2,9,3.42,4.2
NOV 18TH,Magne B6,11/02/2020,2,29,18.35,19.8
HAIL,Emend,29/01/2020,2,11,3.42,4.2
MARS,Risperdal,01/02/2020,2,21,9.75,10.7
SQGM,BON CREAM 15G,09/02/2020,2,29,7.93,8.87
SQGM,Emend,19/01/2020,2,28,3.42,4.2
SQGM,A D  25GM. CREAM,29/01/2020,2,3,16.69,18.08
W/SALE,NyQuill,02/02/2020,2,3,15.51,16.88
MARS,BON CREAM 15G,12/02/2020,2,24,7.93,8.87
SHELL,Lisinopril,01/02/2020,2,7,11.07,12.06
ALKHUWAIR,AL CREAM 15GM,11/02/2020,2,29,9.13,10.26
SHELL,Amaryl,07/01/2020,2,12,20.07,21.69
NOV 18TH,BE PLUS 30G,24/01/2020,2,24,18.02,19.34
NOV 18TH,A 5 MG TAB,15/01/2020,2,13,11.28,12.18
MABELLA1,NyQuill,14/02/2020,2,14,15.51,16.88
ALKHUWAIR,Risperdal,04/01/2020,2,14,9.75,10.7
SHELL,Panadol,01/01/2020,2,27,2.1,2.9
SHELL,Risperdal,05/02/2020,2,4,9.75,10.7
SQGM,Visine,25/01/2020,2,9,6.63,7.56
SHELL,Miralax,14/02/2020,2,23,19.21,20.87
NOV 18TH,BON CREAM 15G,22/01/2020,2,19,7.93,8.87
SQGM,Visine,12/02/2020,2,4,6.63,7.56
HAIL,Emend,29/01/2020,2,16,3.42,4.2
W/SALE,Zovirax,14/01/2020,2,18,17.74,18.97
W/SALE,Amaryl,04/02/2020,2,20,20.07,21.69
NOV 18TH,Sebastian 20GM CREAM,23/01/2020,2,6,15.34,16.38
HAIL,Lisinopril,09/01/2020,2,8,11.07,12.06
MABELLA1,Zovirax,12/02/2020,2,20,17.74,18.97
W/SALE,A D  25GM. CREAM,11/02/2020,2,2,16.69,18.08
MARS,Lisinopril,05/01/2020,2,21,11.07,12.06
SQGM,Magne B6,11/01/2020,2,17,18.35,19.8
HAIL,Magne B6,12/01/2020,2,23,18.35,19.8
ALKHUWAIR,Visine,30/01/2020,2,9,6.63,7.56
MABELLA1,Amaryl,22/01/2020,2,20,20.07,21.69
SHELL,A D  25GM. CREAM,04/02/2020,2,8,16.69,18.08
MARS,Visine,17/01/2020,2,23,6.63,7.56
SHELL,Amaryl,19/01/2020,2,19,20.07,21.69
W/SALE,Emend,05/01/2020,2,21,3.42,4.2
MABELLA1,Emend,30/01/2020,2,16,3.42,4.2
SQGM,AM 10 MG TAB,25/01/2020,2,9,11.41,12.67
MSQ,Zovirax,06/02/2020,2,6,17.74,18.97
MSQ,AM 10 MG TAB,13/01/2020,2,5,11.41,12.67
W/SALE,Risperdal,04/01/2020,2,2,9.75,10.7
MARS,BON CREAM 15G,01/01/2020,2,11,7.93,8.87
ALKHUWAIR,Advil,06/02/2020,2,18,4.97,5.82
SQGM,A D  25GM. CREAM,12/02/2020,2,6,16.69,18.08
W/SALE,A D  25GM. CREAM,07/02/2020,2,13,16.69,18.08
SHELL,Magne B6,27/01/2020,2,23,18.35,19.8
SHELL,AM 10 MG TAB,08/02/2020,2,19,11.41,12.67
MARS,BON CREAM 15G,04/01/2020,2,10,7.93,8.87
ALKHUWAIR,Advil,13/02/2020,2,9,4.97,5.82
W/SALE,AL CREAM 15GM,01/01/2020,2,27,9.13,10.26
HAIL,Amaryl,10/01/2020,2,3,20.07,21.69
HAIL,Advil,28/01/2020,2,22,4.97,5.82
HAIL,Magne B6,16/01/2020,2,6,18.35,19.8
MARS,Amaryl,11/02/2020,2,3,20.07,21.69
SHELL,A D  25GM. CREAM,04/02/2020,2,12,16.69,18.08
W/SALE,AM 10 MG TAB,15/01/2020,2,10,11.41,12.67
MSQ,Visine,07/01/2020,2,20,6.63,7.56
SQGM,BE PLUS 30G,15/01/2020,2,28,18.02,19.34
NOV 18TH,Visine,15/01/2020,2,13,6.63,7.56
MABELLA1,BON CREAM 15G,10/01/2020,2,9,7.93,8.87
MSQ,Amaryl,24/01/2020,2,29,20.07,21.69
MARS,Zoloft,07/02/2020,2,22,17.49,18.93
MSQ,Miralax,01/01/2020,2,13,19.21,20.87
HAIL,AL CREAM 15GM,16/02/2020,2,5,9.13,10.26
ALKHUWAIR,Zoloft,30/01/2020,2,18,17.49,18.93
MARS,Sebastian 20GM CREAM,23/01/2020,2,11,15.34,16.38
MABELLA1,Risperdal,17/01/2020,2,17,9.75,10.7
W/SALE,NyQuill,06/02/2020,2,9,15.51,16.88
MABELLA1,AM 10 MG TAB,11/02/2020,2,11,11.41,12.67
SQGM,Miralax,31/01/2020,2,6,19.21,20.87
SHELL,Zoloft,05/02/2020,2,1,17.49,18.93
HAIL,Amaryl,24/01/2020,2,16,20.07,21.69
NOV 18TH,Amaryl,28/01/2020,2,19,20.07,21.69
NOV 18TH,Panadol,09/02/2020,2,14,2.1,2.9
SQGM,Amaryl,10/01/2020,2,28,20.07,21.69
MSQ,BE PLUS 30G,12/02/2020,2,27,18.02,19.34
MSQ,Lisinopril,31/01/2020,2,16,11.07,12.06
MARS,Sebastian 20GM CREAM,06/01/2020,2,25,15.34,16.38
MSQ,Amaryl,18/01/2020,2,19,20.07,21.69
NOV 18TH,AL CREAM 15GM,02/02/2020,2,20,9.13,10.26
NOV 18TH,Visine,07/01/2020,2,13,6.63,7.56
MABELLA1,AL CREAM 15GM,13/01/2020,2,9,9.13,10.26
MARS,Advil,02/01/2020,2,8,4.97,5.82
NOV 18TH,Emend,15/02/2020,2,19,3.42,4.2
ALKHUWAIR,Sebastian 20GM CREAM,05/02/2020,2,26,15.34,16.38
MARS,BE PLUS 30G,03/01/2020,2,15,18.02,19.34
MARS,AM 10 MG TAB,22/01/2020,2,29,11.41,12.67
SHELL,A 5 MG TAB,02/02/2020,2,5,11.28,12.18
MABELLA1,AM 10 MG TAB,06/02/2020,2,9,11.41,12.67
MARS,Magne B6,17/01/2020,2,4,18.35,19.8
ALKHUWAIR,Miralax,16/02/2020,2,21,19.21,20.87
MARS,Lisinopril,20/01/2020,2,16,11.07,12.06
MARS,A D  25GM. CREAM,15/01/2020,2,7,16.69,18.08
HAIL,Panadol,03/02/2020,2,17,2.1,2.9
MSQ,Panadol,07/02/2020,2,3,2.1,2.9
HAIL,NyQuill,13/02/2020,2,4,15.51,16.88
MABELLA1,BE PLUS 30G,21/01/2020,2,15,18.02,19.34
SQGM,A D  25GM. CREAM,10/01/2020,2,19,16.69,18.08
ALKHUWAIR,Amaryl,04/02/2020,2,2,20.07,21.69
HAIL,BON CREAM 15G,07/02/2020,2,19,7.93,8.87
MSQ,Lisinopril,04/02/2020,2,18,11.07,12.06
SHELL,Sebastian 20GM CREAM,21/01/2020,2,29,15.34,16.38
SHELL,NyQuill,05/01/2020,2,19,15.51,16.88
NOV 18TH,Zovirax,06/02/2020,2,21,17.74,18.97
W/SALE,Lisinopril,25/01/2020,2,18,11.07,12.06
ALKHUWAIR,Zovirax,16/01/2020,2,11,17.74,18.97
MARS,A D  25GM. CREAM,10/02/2020,2,11,16.69,18.08
HAIL,Amaryl,16/01/2020,2,25,20.07,21.69
SHELL,BON CREAM 15G,11/01/2020,2,13,7.93,8.87
ALKHUWAIR,AL CREAM 15GM,08/02/2020,1,15,9.13,10.26
SQGM,Advil,02/01/2020,1,18,4.97,5.82
SQGM,A 5 MG TAB,13/01/2020,1,13,11.28,12.18
HAIL,Sebastian 20GM CREAM,06/02/2020,1,29,15.34,16.38
MSQ,AM 10 MG TAB,11/02/2020,1,18,11.41,12.67
SHELL,Risperdal,10/01/2020,1,15,9.75,10.7
MARS,Magne B6,16/02/2020,1,11,18.35,19.8
W/SALE,BE PLUS 30G,15/02/2020,1,3,18.02,19.34
MABELLA1,AL CREAM 15GM,05/01/2020,1,19,9.13,10.26
HAIL,AL CREAM 15GM,20/01/2020,1,7,9.13,10.26
SHELL,Advil,04/01/2020,1,17,4.97,5.82
MABELLA1,Amaryl,29/01/2020,1,24,20.07,21.69
MSQ,Emend,27/01/2020,1,27,3.42,4.2
MABELLA1,NyQuill,08/02/2020,1,26,15.51,16.88
MABELLA1,A 5 MG TAB,24/01/2020,1,2,11.28,12.18
ALKHUWAIR,Risperdal,30/01/2020,1,28,9.75,10.7
MSQ,Amaryl,15/01/2020,1,19,20.07,21.69
MSQ,Visine,07/01/2020,1,27,6.63,7.56
SQGM,AL CREAM 15GM,12/01/2020,1,2,9.13,10.26
SQGM,Magne B6,02/01/2020,1,14,18.35,19.8
NOV 18TH,Amaryl,03/01/2020,1,3,20.07,21.69
SQGM,Panadol,14/01/2020,1,29,2.1,2.9
MABELLA1,Panadol,26/01/2020,1,22,2.1,2.9
W/SALE,AM 10 MG TAB,03/01/2020,1,13,11.41,12.67
SQGM,NyQuill,27/01/2020,1,11,15.51,16.88
MSQ,NyQuill,03/02/2020,1,2,15.51,16.88
MARS,NyQuill,30/01/2020,1,18,15.51,16.88
NOV 18TH,A 5 MG TAB,17/02/2020,1,28,11.28,12.18
HAIL,Panadol,17/02/2020,1,22,2.1,2.9
SHELL,Panadol,02/02/2020,1,23,2.1,2.9
MARS,Advil,15/01/2020,1,18,4.97,5.82
ALKHUWAIR,Amaryl,01/01/2020,1,4,20.07,21.69
W/SALE,A D  25GM. CREAM,12/02/2020,1,9,16.69,18.08
NOV 18TH,NyQuill,22/01/2020,1,1,15.51,16.88
ALKHUWAIR,Zoloft,15/01/2020,1,4,17.49,18.93
W/SALE,Emend,29/01/2020,1,7,3.42,4.2
SQGM,BON CREAM 15G,13/02/2020,1,3,7.93,8.87
NOV 18TH,Emend,16/02/2020,1,12,3.42,4.2
MABELLA1,Miralax,09/01/2020,1,26,19.21,20.87
MABELLA1,BON CREAM 15G,11/01/2020,1,3,7.93,8.87
SQGM,BON CREAM 15G,07/02/2020,1,13,7.93,8.87
NOV 18TH,BE PLUS 30G,28/01/2020,1,17,18.02,19.34
ALKHUWAIR,NyQuill,16/02/2020,1,2,15.51,16.88
SQGM,AM 10 MG TAB,13/01/2020,1,7,11.41,12.67
MARS,AL CREAM 15GM,15/01/2020,1,9,9.13,10.26
NOV 18TH,Zoloft,09/02/2020,1,7,17.49,18.93
ALKHUWAIR,Amaryl,17/02/2020,1,23,20.07,21.69
MABELLA1,Advil,16/01/2020,1,29,4.97,5.82
SQGM,Emend,14/01/2020,1,1,3.42,4.2
ALKHUWAIR,NyQuill,20/01/2020,1,10,15.51,16.88
MSQ,BE PLUS 30G,12/01/2020,1,9,18.02,19.34
MARS,Emend,19/01/2020,1,27,3.42,4.2
ALKHUWAIR,AM 10 MG TAB,30/01/2020,1,28,11.41,12.67
W/SALE,NyQuill,10/02/2020,1,6,15.51,16.88
W/SALE,AL CREAM 15GM,09/02/2020,1,1,9.13,10.26
HAIL,Sebastian 20GM CREAM,22/01/2020,1,17,15.34,16.38
HAIL,Advil,22/01/2020,1,24,4.97,5.82
SQGM,A 5 MG TAB,14/01/2020,1,12,11.28,12.18
MABELLA1,Miralax,11/01/2020,1,2,19.21,20.87
NOV 18TH,Amaryl,20/01/2020,1,2,20.07,21.69
ALKHUWAIR,Amaryl,05/01/2020,1,6,20.07,21.69
MARS,Advil,12/01/2020,1,4,4.97,5.82
SQGM,Zoloft,10/02/2020,1,24,17.49,18.93
NOV 18TH,Amaryl,14/02/2020,1,3,20.07,21.69
NOV 18TH,Sebastian 20GM CREAM,21/01/2020,1,3,15.34,16.38
W/SALE,A 5 MG TAB,24/01/2020,1,12,11.28,12.18
MABELLA1,Sebastian 20GM CREAM,28/01/2020,1,24,15.34,16.38
MSQ,NyQuill,03/01/2020,1,12,15.51,16.88
MABELLA1,A 5 MG TAB,04/01/2020,1,20,11.28,12.18
MSQ,BON CREAM 15G,10/01/2020,1,9,7.93,8.87
NOV 18TH,A 5 MG TAB,07/01/2020,1,15,11.28,12.18
MABELLA1,AM 10 MG TAB,15/02/2020,1,20,11.41,12.67
W/SALE,NyQuill,03/02/2020,1,27,15.51,16.88
MABELLA1,Panadol,16/01/2020,1,1,2.1,2.9
HAIL,Zoloft,09/01/2020,1,1,17.49,18.93
SQGM,AM 10 MG TAB,04/02/2020,1,25,11.41,12.67
NOV 18TH,A 5 MG TAB,15/01/2020,1,25,11.28,12.18
MABELLA1,Magne B6,25/01/2020,1,15,18.35,19.8
HAIL,AL CREAM 15GM,30/01/2020,1,18,9.13,10.26
MSQ,A D  25GM. CREAM,15/02/2020,1,1,16.69,18.08
SQGM,Amaryl,28/01/2020,1,14,20.07,21.69
SQGM,Zoloft,17/02/2020,1,28,17.49,18.93
MARS,Miralax,05/02/2020,1,23,19.21,20.87
W/SALE,A D  25GM. CREAM,03/02/2020,1,1,16.69,18.08
MARS,Zovirax,24/01/2020,1,29,17.74,18.97
MARS,A 5 MG TAB,11/02/2020,1,26,11.28,12.18
SQGM,NyQuill,10/01/2020,1,22,15.51,16.88
SHELL,AM 10 MG TAB,05/01/2020,1,13,11.41,12.67
NOV 18TH,Magne B6,17/01/2020,1,16,18.35,19.8
MABELLA1,Panadol,16/02/2020,1,23,2.1,2.9
W/SALE,Panadol,07/02/2020,1,13,2.1,2.9
MSQ,Sebastian 20GM CREAM,24/01/2020,1,9,15.34,16.38
NOV 18TH,Risperdal,09/01/2020,1,26,9.75,10.7
SQGM,Zovirax,29/01/2020,1,20,17.74,18.97
ALKHUWAIR,Visine,14/02/2020,1,9,6.63,7.56
W/SALE,AM 10 MG TAB,03/01/2020,1,13,11.41,12.67
ALKHUWAIR,Advil,31/01/2020,1,16,4.97,5.82
ALKHUWAIR,Sebastian 20GM CREAM,02/01/2020,1,22,15.34,16.38
MSQ,A D  25GM. CREAM,30/01/2020,1,23,16.69,18.08
MSQ,Emend,09/02/2020,1,3,3.42,4.2
HAIL,Emend,06/02/2020,1,27,3.42,4.2
NOV 18TH,Panadol,14/02/2020,1,23,2.1,2.9
NOV 18TH,BON CREAM 15G,12/02/2020,1,9,7.93,8.87
MSQ,AM 10 MG TAB,19/01/2020,1,10,11.41,12.67
HAIL,Risperdal,23/01/2020,1,20,9.75,10.7
NOV 18TH,Panadol,10/02/2020,1,2,2.1,2.9
MABELLA1,Lisinopril,05/02/2020,1,27,11.07,12.06
MARS,Amaryl,14/01/2020,1,17,20.07,21.69
MARS,AL CREAM 15GM,25/01/2020,1,11,9.13,10.26
HAIL,Miralax,06/01/2020,1,14,19.21,20.87
SQGM,Zovirax,16/02/2020,1,6,17.74,18.97
MABELLA1,NyQuill,17/02/2020,1,20,15.51,16.88
W/SALE,Zovirax,28/01/2020,1,4,17.74,18.97
SQGM,Advil,16/02/2020,1,17,4.97,5.82
MSQ,Zovirax,10/02/2020,1,6,17.74,18.97
HAIL,Lisinopril,08/01/2020,1,29,11.07,12.06
HAIL,Sebastian 20GM CREAM,23/01/2020,1,10,15.34,16.38
MSQ,A 5 MG TAB,20/01/2020,1,12,11.28,12.18
SQGM,A D  25GM. CREAM,10/02/2020,1,26,16.69,18.08
SHELL,Advil,27/01/2020,1,14,4.97,5.82
ALKHUWAIR,Advil,18/01/2020,1,8,4.97,5.82
SQGM,Miralax,26/01/2020,1,23,19.21,20.87
MSQ,Panadol,31/01/2020,1,16,2.1,2.9
MABELLA1,Sebastian 20GM CREAM,01/01/2020,1,27,15.34,16.38
MABELLA1,Emend,05/01/2020,1,1,3.42,4.2
ALKHUWAIR,Panadol,28/01/2020,1,22,2.1,2.9
MARS,Zoloft,25/01/2020,1,10,17.49,18.93
W/SALE,Advil,06/02/2020,1,18,4.97,5.82
MSQ,AM 10 MG TAB,30/01/2020,1,23,11.41,12.67
MSQ,Zovirax,31/01/2020,1,5,17.74,18.97
W/SALE,AL CREAM 15GM,13/02/2020,1,12,9.13,10.26
NOV 18TH,Zovirax,30/01/2020,1,7,17.74,18.97
SQGM,NyQuill,04/02/2020,1,26,15.51,16.88
MARS,Magne B6,05/01/2020,1,4,18.35,19.8
MARS,AM 10 MG TAB,10/01/2020,1,3,11.41,12.67
MARS,BON CREAM 15G,07/01/2020,1,28,7.93,8.87
MSQ,AL CREAM 15GM,13/02/2020,1,15,9.13,10.26
W/SALE,Risperdal,21/01/2020,1,19,9.75,10.7
NOV 18TH,AM 10 MG TAB,10/02/2020,1,28,11.41,12.67
NOV 18TH,Panadol,21/01/2020,1,19,2.1,2.9
W/SALE,Sebastian 20GM CREAM,10/02/2020,1,2,15.34,16.38
HAIL,Lisinopril,06/01/2020,1,19,11.07,12.06
HAIL,AL CREAM 15GM,01/01/2020,1,21,9.13,10.26
HAIL,Zovirax,11/01/2020,1,2,17.74,18.97
ALKHUWAIR,Magne B6,19/01/2020,1,4,18.35,19.8
MARS,BON CREAM 15G,06/02/2020,1,10,7.93,8.87
MARS,Visine,30/01/2020,1,12,6.63,7.56
SHELL,Zovirax,20/01/2020,1,20,17.74,18.97
SHELL,BON CREAM 15G,08/01/2020,1,20,7.93,8.87
NOV 18TH,A 5 MG TAB,16/02/2020,1,6,11.28,12.18
NOV 18TH,Miralax,03/02/2020,1,12,19.21,20.87
MABELLA1,NyQuill,02/01/2020,1,20,15.51,16.88
NOV 18TH,Visine,11/02/2020,1,26,6.63,7.56
NOV 18TH,Magne B6,05/01/2020,1,5,18.35,19.8
NOV 18TH,Risperdal,29/01/2020,1,28,9.75,10.7
W/SALE,A D  25GM. CREAM,01/01/2020,1,8,16.69,18.08
MSQ,Advil,05/02/2020,1,26,4.97,5.82
SQGM,Visine,01/02/2020,1,25,6.63,7.56
