Departmant,Item,Tdate,TypeID,Qty,Cost,Rate
NOV 18TH,Sebastian 20GM CREAM,09/01/2020,1,12,1.534,1.638
NOV 18TH,AL CREAM 15GM,08/02/2020,1,2,0.913,1.026
MARS,Zovirax,09/02/2020,1,5,1.774,1.897
NOV 18TH,BON CREAM 15G,16/02/2020,1,20,0.793,0.887
W/SALE,A D  25GM. CREAM,25/01/2020,1,22,1.669,1.808
SHELL,Visine,26/01/2020,1,1,0.663,0.756
HAIL,Visine,04/02/2020,1,11,0.663,0.756
HAIL,Risperdal,23/01/2020,1,3,0.975,1.07
ALKHUWAIR,NyQuill,17/02/2020,1,26,1.551,1.688
SQGM,Amaryl,25/01/2020,1,12,2.007,2.169
SHELL,BON CREAM 15G,24/01/2020,1,22,0.793,0.887
SHELL,AL CREAM 15GM,25/01/2020,1,27,0.913,1.026
MARS,Panadol,17/02/2020,1,8,0.21,0.29
MARS,AM 10 MG TAB,28/01/2020,1,29,1.141,1.267
W/SALE,Zovirax,11/02/2020,1,25,1.774,1.897
ALKHUWAIR,Risperdal,14/01/2020,1,1,0.975,1.07
MABELLA1,Panadol,16/02/2020,1,21,0.21,0.29
HAIL,BE PLUS 30G,04/01/2020,1,28,1.802,1.934
MABELLA1,Amaryl,09/01/2020,1,20,2.007,2.169
MARS,BE PLUS 30G,10/01/2020,1,12,1.802,1.934
SHELL,NyQuill,06/02/2020,1,24,1.551,1.688
SHELL,Panadol,04/02/2020,1,6,0.21,0.29
SQGM,AM 10 MG TAB,07/01/2020,1,23,1.141,1.267
MARS,Lisinopril,25/01/2020,1,29,1.107,1.206
W/SALE,Risperdal,08/01/2020,1,2,0.975,1.07
MARS,Zoloft,08/01/2020,1,11,1.749,1.893
HAIL,BE PLUS 30G,03/01/2020,1,17,1.802,1.934
NOV 18TH,AL CREAM 15GM,13/01/2020,1,4,0.913,1.026
MSQ,BE PLUS 30G,18/01/2020,1,8,1.802,1.934
W/SALE,BON CREAM 15G,29/01/2020,1,19,0.793,0.887
MABELLA1,Zoloft,02/02/2020,1,28,1.749,1.893
MABELLA1,Panadol,17/01/2020,1,13,0.21,0.29
MABELLA1,Visine,23/01/2020,1,24,0.663,0.756
NOV 18TH,Lisinopril,05/02/2020,1,5,1.107,1.206
ALKHUWAIR,AM 10 MG TAB,13/02/2020,1,5,1.141,1.267
SHELL,BE PLUS 30G,22/01/2020,1,21,1.802,1.934
SQGM,BE PLUS 30G,17/02/2020,1,14,1.802,1.934
SQGM,Lisinopril,03/02/2020,1,19,1.107,1.206
MARS,AM 10 MG TAB,07/02/2020,1,14,1.141,1.267
MSQ,BON CREAM 15G,17/02/2020,1,3,0.793,0.887
W/SALE,Miralax,11/02/2020,1,19,1.921,2.087
SQGM,Zovirax,05/01/2020,1,5,1.774,1.897
W/SALE,Risperdal,01/01/2020,1,24,0.975,1.07
MSQ,AL CREAM 15GM,02/01/2020,1,18,0.913,1.026
ALKHUWAIR,Risperdal,03/02/2020,1,6,0.975,1.07
MSQ,BON CREAM 15G,04/02/2020,1,25,0.793,0.887
MARS,AM 10 MG TAB,26/01/2020,1,25,1.141,1.267
W/SALE,A 5 MG TAB,09/02/2020,1,11,1.128,1.218
SHELL,BON CREAM 15G,10/01/2020,1,22,0.793,0.887
MABELLA1,A D  25GM. CREAM,26/01/2020,1,20,1.669,1.808
MARS,Visine,01/01/2020,1,5,0.663,0.756
NOV 18TH,Zoloft,19/01/2020,1,18,1.749,1.893
SQGM,Visine,14/02/2020,1,18,0.663,0.756
MSQ,Panadol,12/02/2020,1,1,0.21,0.29
NOV 18TH,Sebastian 20GM CREAM,10/01/2020,1,27,1.534,1.638
HAIL,BE PLUS 30G,01/01/2020,1,29,1.802,1.934
MSQ,Sebastian 20GM CREAM,31/01/2020,1,14,1.534,1.638
MABELLA1,Risperdal,16/01/2020,1,7,0.975,1.07
ALKHUWAIR,Amaryl,11/01/2020,1,15,2.007,2.169
ALKHUWAIR,Lisinopril,04/01/2020,1,13,1.107,1.206
MARS,AM 10 MG TAB,11/01/2020,1,11,1.141,1.267
HAIL,AM 10 MG TAB,13/01/2020,1,15,1.141,1.267
SQGM,Emend,07/01/2020,1,28,0.342,0.42
NOV 18TH,A D  25GM. CREAM,04/02/2020,1,20,1.669,1.808
MSQ,AL CREAM 15GM,07/01/2020,1,14,0.913,1.026
MARS,NyQuill,27/01/2020,1,23,1.551,1.688
MARS,Zoloft,30/01/2020,1,20,1.749,1.893
SHELL,Panadol,02/01/2020,1,10,0.21,0.29
SHELL,BON CREAM 15G,07/02/2020,2,16,0.793,0.887
NOV 18TH,AM 10 MG TAB,17/02/2020,2,11,1.141,1.267
ALKHUWAIR,Advil,09/01/2020,2,9,0.497,0.582
NOV 18TH,Sebastian 20GM CREAM,14/01/2020,2,27,1.534,1.638
NOV 18TH,A D  25GM. CREAM,16/01/2020,2,21,1.669,1.808
W/SALE,BE PLUS 30G,05/02/2020,2,15,1.802,1.934
SQGM,BON CREAM 15G,02/02/2020,2,6,0.793,0.887
MABELLA1,Risperdal,27/01/2020,2,27,0.975,1.07
NOV 18TH,Lisinopril,13/02/2020,2,13,1.107,1.206
MSQ,BON CREAM 15G,29/01/2020,2,5,0.793,0.887
NOV 18TH,Visine,17/01/2020,2,1,0.663,0.756
NOV 18TH,Emend,07/02/2020,2,14,0.342,0.42
MABELLA1,Risperdal,11/02/2020,2,12,0.975,1.07
W/SALE,Visine,03/01/2020,2,2,0.663,0.756
MABELLA1,BON CREAM 15G,08/01/2020,2,6,0.793,0.887
SHELL,Emend,08/01/2020,2,14,0.342,0.42
NOV 18TH,A D  25GM. CREAM,14/02/2020,2,12,1.669,1.808
SHELL,Miralax,04/01/2020,2,9,1.921,2.087
MSQ,Panadol,17/02/2020,2,12,0.21,0.29
ALKHUWAIR,Sebastian 20GM CREAM,04/01/2020,2,23,1.534,1.638
MABELLA1,Zoloft,18/01/2020,2,15,1.749,1.893
W/SALE,NyQuill,05/01/2020,2,27,1.551,1.688
SQGM,AM 10 MG TAB,09/01/2020,2,22,1.141,1.267
MARS,BE PLUS 30G,14/02/2020,2,1,1.802,1.934
SQGM,Risperdal,15/02/2020,2,29,0.975,1.07
MARS,AL CREAM 15GM,27/01/2020,2,26,0.913,1.026
SHELL,Magne B6,29/01/2020,2,28,1.835,1.98
MABELLA1,BE PLUS 30G,17/02/2020,2,26,1.802,1.934
MARS,Magne B6,09/01/2020,2,13,1.835,1.98
MABELLA1,A 5 MG TAB,23/01/2020,2,21,1.128,1.218
NOV 18TH,Lisinopril,01/02/2020,2,6,1.107,1.206
MSQ,Visine,19/01/2020,2,12,0.663,0.756
MSQ,Lisinopril,10/01/2020,2,19,1.107,1.206
MARS,Zovirax,24/01/2020,2,28,1.774,1.897
SQGM,BE PLUS 30G,05/01/2020,2,15,1.802,1.934
SHELL,AM 10 MG TAB,05/01/2020,2,14,1.141,1.267
SHELL,Miralax,18/01/2020,2,9,1.921,2.087
HAIL,Advil,03/02/2020,2,10,0.497,0.582
W/SALE,Advil,12/02/2020,2,21,0.497,0.582
MARS,A D  25GM. CREAM,14/02/2020,2,11,1.669,1.808
W/SALE,Visine,10/02/2020,2,7,0.663,0.756
MARS,Zovirax,13/02/2020,2,6,1.774,1.897
HAIL,Risperdal,06/01/2020,2,2,0.975,1.07
MSQ,Magne B6,08/01/2020,2,1,1.835,1.98
SQGM,A D  25GM. CREAM,03/02/2020,2,28,1.669,1.808
ALKHUWAIR,BE PLUS 30G,04/01/2020,2,26,1.802,1.934
W/SALE,Risperdal,13/01/2020,2,26,0.975,1.07
SQGM,AL CREAM 15GM,18/01/2020,2,17,0.913,1.026
W/SALE,Visine,09/02/2020,2,10,0.663,0.756
NOV 18TH,Lisinopril,15/01/2020,2,8,1.107,1.206
NOV 18TH,Risperdal,16/02/2020,2,3,0.975,1.07
SQGM,Miralax,16/02/2020,2,1,1.921,2.087
MARS,Risperdal,16/01/2020,2,6,0.975,1.07
NOV 18TH,Miralax,06/02/2020,2,24,1.921,2.087
NOV 18TH,NyQuill,03/02/2020,2,26,1.551,1.688
ALKHUWAIR,Amaryl,03/01/2020,2,1,2.007,2.169
SHELL,Emend,24/01/2020,2,18,0.342,0.42
ALKHUWAIR,Visine,01/01/2020,2,2,0.663,0.756
MSQ,Visine,07/02/2020,2,14,0.663,0.756
W/SALE,AM 10 MG TAB,04/01/2020,2,7,1.141,1.267
SQGM,Visine,09/02/2020,2,11,0.663,0.756
MSQ,Zovirax,28/01/2020,2,23,1.774,1.897
NOV 18TH,Risperdal,03/02/2020,2,27,0.975,1.07
SHELL,A D  25GM. CREAM,16/02/2020,2,13,1.669,1.808
SQGM,A 5 MG TAB,29/01/2020,2,10,1.128,1.218
W/SALE,Lisinopril,15/02/2020,2,22,1.107,1.206
W/SALE,Zoloft,06/02/2020,2,8,1.749,1.893
SQGM,BE PLUS 30G,01/02/2020,2,28,1.802,1.934
MSQ,Magne B6,11/02/2020,2,29,1.835,1.98
ALKHUWAIR,Advil,25/01/2020,2,25,0.497,0.582
MSQ,BE PLUS 30G,03/01/2020,2,13,1.802,1.934
ALKHUWAIR,AL CREAM 15GM,22/01/2020,2,9,0.913,1.026
ALKHUWAIR,Sebastian 20GM CREAM,31/01/2020,2,9,1.534,1.638
ALKHUWAIR,NyQuill,06/01/2020,2,16,1.551,1.688
MABELLA1,Miralax,20/01/2020,2,20,1.921,2.087
ALKHUWAIR,NyQuill,02/01/2020,2,27,1.551,1.688
HAIL,BE PLUS 30G,21/01/2020,2,16,1.802,1.934
MARS,Magne B6,17/01/2020,2,24,1.835,1.98
SHELL,Lisinopril,09/01/2020,2,26,1.107,1.206
MABELLA1,Emend,07/01/2020,2,17,0.342,0.42
NOV 18TH,Zovirax,01/02/2020,2,5,1.774,1.897
NOV 18TH,BON CREAM 15G,05/02/2020,2,4,0.793,0.887
MABELLA1,NyQuill,14/01/2020,2,9,1.551,1.688
MABELLA1,NyQuill,16/02/2020,2,4,1.551,1.688
NOV 18TH,A D  25GM. CREAM,28/01/2020,2,14,1.669,1.808
NOV 18TH,Sebastian 20GM CREAM,13/02/2020,2,4,1.534,1.638
W/SALE,BE PLUS 30G,09/02/2020,2,2,1.802,1.934
NOV 18TH,Amaryl,21/01/2020,2,12,2.007,2.169
SQGM,A D  25GM. CREAM,14/01/2020,2,13,1.669,1.808
MSQ,Emend,17/02/2020,2,9,0.342,0.42
NOV 18TH,Magne B6,11/02/2020,2,29,1.835,1.98
HAIL,Emend,29/01/2020,2,11,0.342,0.42
MARS,Risperdal,01/02/2020,2,21,0.975,1.07
SQGM,BON CREAM 15G,09/02/2020,2,29,0.793,0.887
SQGM,Emend,19/01/2020,2,28,0.342,0.42
SQGM,A D  25GM. CREAM,29/01/2020,2,3,1.669,1.808
W/SALE,NyQuill,02/02/2020,2,3,1.551,1.688
MARS,BON CREAM 15G,12/02/2020,2,24,0.793,0.887
SHELL,Lisinopril,01/02/2020,2,7,1.107,1.206
ALKHUWAIR,AL CREAM 15GM,11/02/2020,2,29,0.913,1.026
SHELL,Amaryl,07/01/2020,2,12,2.007,2.169
NOV 18TH,BE PLUS 30G,24/01/2020,2,24,1.802,1.934
NOV 18TH,A 5 MG TAB,15/01/2020,2,13,1.128,1.218
MABELLA1,NyQuill,14/02/2020,2,14,1.551,1.688
ALKHUWAIR,Risperdal,04/01/2020,2,14,0.975,1.07
SHELL,Panadol,01/01/2020,2,27,0.21,0.29
SHELL,Risperdal,05/02/2020,2,4,0.975,1.07
SQGM,Visine,25/01/2020,2,9,0.663,0.756
SHELL,Miralax,14/02/2020,2,23,1.921,2.087
NOV 18TH,BON CREAM 15G,22/01/2020,2,19,0.793,0.887
SQGM,Visine,12/02/2020,2,4,0.663,0.756
HAIL,Emend,29/01/2020,2,16,0.342,0.42
W/SALE,Zovirax,14/01/2020,2,18,1.774,1.897
W/SALE,Amaryl,04/02/2020,2,20,2.007,2.169
NOV 18TH,Sebastian 20GM CREAM,23/01/2020,2,6,1.534,1.638
HAIL,Lisinopril,09/01/2020,2,8,1.107,1.206
MABELLA1,Zovirax,12/02/2020,2,20,1.774,1.897
W/SALE,A D  25GM. CREAM,11/02/2020,2,2,1.669,1.808
MARS,Lisinopril,05/01/2020,2,21,1.107,1.206
SQGM,Magne B6,11/01/2020,2,17,1.835,1.98
HAIL,Magne B6,12/01/2020,2,23,1.835,1.98
ALKHUWAIR,Visine,30/01/2020,2,9,0.663,0.756
MABELLA1,Amaryl,22/01/2020,2,20,2.007,2.169
SHELL,A D  25GM. CREAM,04/02/2020,2,8,1.669,1.808
MARS,Visine,17/01/2020,2,23,0.663,0.756
SHELL,Amaryl,19/01/2020,2,19,2.007,2.169
W/SALE,Emend,05/01/2020,2,21,0.342,0.42
MABELLA1,Emend,30/01/2020,2,16,0.342,0.42
SQGM,AM 10 MG TAB,25/01/2020,2,9,1.141,1.267
MSQ,Zovirax,06/02/2020,2,6,1.774,1.897
MSQ,AM 10 MG TAB,13/01/2020,2,5,1.141,1.267
W/SALE,Risperdal,04/01/2020,2,2,0.975,1.07
MARS,BON CREAM 15G,01/01/2020,2,11,0.793,0.887
ALKHUWAIR,Advil,06/02/2020,2,18,0.497,0.582
SQGM,A D  25GM. CREAM,12/02/2020,2,6,1.669,1.808
W/SALE,A D  25GM. CREAM,07/02/2020,2,13,1.669,1.808
SHELL,Magne B6,27/01/2020,2,23,1.835,1.98
SHELL,AM 10 MG TAB,08/02/2020,2,19,1.141,1.267
MARS,BON CREAM 15G,04/01/2020,2,10,0.793,0.887
ALKHUWAIR,Advil,13/02/2020,2,9,0.497,0.582
W/SALE,AL CREAM 15GM,01/01/2020,2,27,0.913,1.026
HAIL,Amaryl,10/01/2020,2,3,2.007,2.169
HAIL,Advil,28/01/2020,2,22,0.497,0.582
HAIL,Magne B6,16/01/2020,2,6,1.835,1.98
MARS,Amaryl,11/02/2020,2,3,2.007,2.169
SHELL,A D  25GM. CREAM,04/02/2020,2,12,1.669,1.808
W/SALE,AM 10 MG TAB,15/01/2020,2,10,1.141,1.267
MSQ,Visine,07/01/2020,2,20,0.663,0.756
SQGM,BE PLUS 30G,15/01/2020,2,28,1.802,1.934
NOV 18TH,Visine,15/01/2020,2,13,0.663,0.756
MABELLA1,BON CREAM 15G,10/01/2020,2,9,0.793,0.887
MSQ,Amaryl,24/01/2020,2,29,2.007,2.169
MARS,Zoloft,07/02/2020,2,22,1.749,1.893
MSQ,Miralax,01/01/2020,2,13,1.921,2.087
HAIL,AL CREAM 15GM,16/02/2020,2,5,0.913,1.026
ALKHUWAIR,Zoloft,30/01/2020,2,18,1.749,1.893
MARS,Sebastian 20GM CREAM,23/01/2020,2,11,1.534,1.638
MABELLA1,Risperdal,17/01/2020,2,17,0.975,1.07
W/SALE,NyQuill,06/02/2020,2,9,1.551,1.688
MABELLA1,AM 10 MG TAB,11/02/2020,2,11,1.141,1.267
SQGM,Miralax,31/01/2020,2,6,1.921,2.087
SHELL,Zoloft,05/02/2020,2,1,1.749,1.893
HAIL,Amaryl,24/01/2020,2,16,2.007,2.169
NOV 18TH,Amaryl,28/01/2020,2,19,2.007,2.169
NOV 18TH,Panadol,09/02/2020,2,14,0.21,0.29
SQGM,Amaryl,10/01/2020,2,28,2.007,2.169
MSQ,BE PLUS 30G,12/02/2020,2,27,1.802,1.934
MSQ,Lisinopril,31/01/2020,2,16,1.107,1.206
MARS,Sebastian 20GM CREAM,06/01/2020,2,25,1.534,1.638
MSQ,Amaryl,18/01/2020,2,19,2.007,2.169
NOV 18TH,AL CREAM 15GM,02/02/2020,2,20,0.913,1.026
NOV 18TH,Visine,07/01/2020,2,13,0.663,0.756
MABELLA1,AL CREAM 15GM,13/01/2020,2,9,0.913,1.026
MARS,Advil,02/01/2020,2,8,0.497,0.582
NOV 18TH,Emend,15/02/2020,2,19,0.342,0.42
ALKHUWAIR,Sebastian 20GM CREAM,05/02/2020,2,26,1.534,1.638
MARS,BE PLUS 30G,03/01/2020,2,15,1.802,1.934
MARS,AM 10 MG TAB,22/01/2020,2,29,1.141,1.267
SHELL,A 5 MG TAB,02/02/2020,2,5,1.128,1.218
MABELLA1,AM 10 MG TAB,06/02/2020,2,9,1.141,1.267
MARS,Magne B6,17/01/2020,2,4,1.835,1.98
ALKHUWAIR,Miralax,16/02/2020,2,21,1.921,2.087
MARS,Lisinopril,20/01/2020,2,16,1.107,1.206
MARS,A D  25GM. CREAM,15/01/2020,2,7,1.669,1.808
HAIL,Panadol,03/02/2020,2,17,0.21,0.29
MSQ,Panadol,07/02/2020,2,3,0.21,0.29
HAIL,NyQuill,13/02/2020,2,4,1.551,1.688
MABELLA1,BE PLUS 30G,21/01/2020,2,15,1.802,1.934
SQGM,A D  25GM. CREAM,10/01/2020,2,19,1.669,1.808
ALKHUWAIR,Amaryl,04/02/2020,2,2,2.007,2.169
HAIL,BON CREAM 15G,07/02/2020,2,19,0.793,0.887
MSQ,Lisinopril,04/02/2020,2,18,1.107,1.206
SHELL,Sebastian 20GM CREAM,21/01/2020,2,29,1.534,1.638
SHELL,NyQuill,05/01/2020,2,19,1.551,1.688
NOV 18TH,Zovirax,06/02/2020,2,21,1.774,1.897
W/SALE,Lisinopril,25/01/2020,2,18,1.107,1.206
ALKHUWAIR,Zovirax,16/01/2020,2,11,1.774,1.897
MARS,A D  25GM. CREAM,10/02/2020,2,11,1.669,1.808
HAIL,Amaryl,16/01/2020,2,25,2.007,2.169
SHELL,BON CREAM 15G,11/01/2020,2,13,0.793,0.887
ALKHUWAIR,AL CREAM 15GM,08/02/2020,1,15,0.913,1.026
SQGM,Advil,02/01/2020,1,18,0.497,0.582
SQGM,A 5 MG TAB,13/01/2020,1,13,1.128,1.218
HAIL,Sebastian 20GM CREAM,06/02/2020,1,29,1.534,1.638
MSQ,AM 10 MG TAB,11/02/2020,1,18,1.141,1.267
SHELL,Risperdal,10/01/2020,1,15,0.975,1.07
MARS,Magne B6,16/02/2020,1,11,1.835,1.98
W/SALE,BE PLUS 30G,15/02/2020,1,3,1.802,1.934
MABELLA1,AL CREAM 15GM,05/01/2020,1,19,0.913,1.026
HAIL,AL CREAM 15GM,20/01/2020,1,7,0.913,1.026
SHELL,Advil,04/01/2020,1,17,0.497,0.582
MABELLA1,Amaryl,29/01/2020,1,24,2.007,2.169
MSQ,Emend,27/01/2020,1,27,0.342,0.42
MABELLA1,NyQuill,08/02/2020,1,26,1.551,1.688
MABELLA1,A 5 MG TAB,24/01/2020,1,2,1.128,1.218
ALKHUWAIR,Risperdal,30/01/2020,1,28,0.975,1.07
MSQ,Amaryl,15/01/2020,1,19,2.007,2.169
MSQ,Visine,07/01/2020,1,27,0.663,0.756
SQGM,AL CREAM 15GM,12/01/2020,1,2,0.913,1.026
SQGM,Magne B6,02/01/2020,1,14,1.835,1.98
NOV 18TH,Amaryl,03/01/2020,1,3,2.007,2.169
SQGM,Panadol,14/01/2020,1,29,0.21,0.29
MABELLA1,Panadol,26/01/2020,1,22,0.21,0.29
W/SALE,AM 10 MG TAB,03/01/2020,1,13,1.141,1.267
SQGM,NyQuill,27/01/2020,1,11,1.551,1.688
MSQ,NyQuill,03/02/2020,1,2,1.551,1.688
MARS,NyQuill,30/01/2020,1,18,1.551,1.688
NOV 18TH,A 5 MG TAB,17/02/2020,1,28,1.128,1.218
HAIL,Panadol,17/02/2020,1,22,0.21,0.29
SHELL,Panadol,02/02/2020,1,23,0.21,0.29
MARS,Advil,15/01/2020,1,18,0.497,0.582
ALKHUWAIR,Amaryl,01/01/2020,1,4,2.007,2.169
W/SALE,A D  25GM. CREAM,12/02/2020,1,9,1.669,1.808
NOV 18TH,NyQuill,22/01/2020,1,1,1.551,1.688
ALKHUWAIR,Zoloft,15/01/2020,1,4,1.749,1.893
W/SALE,Emend,29/01/2020,1,7,0.342,0.42
SQGM,BON CREAM 15G,13/02/2020,1,3,0.793,0.887
NOV 18TH,Emend,16/02/2020,1,12,0.342,0.42
MABELLA1,Miralax,09/01/2020,1,26,1.921,2.087
MABELLA1,BON CREAM 15G,11/01/2020,1,3,0.793,0.887
SQGM,BON CREAM 15G,07/02/2020,1,13,0.793,0.887
NOV 18TH,BE PLUS 30G,28/01/2020,1,17,1.802,1.934
ALKHUWAIR,NyQuill,16/02/2020,1,2,1.551,1.688
SQGM,AM 10 MG TAB,13/01/2020,1,7,1.141,1.267
MARS,AL CREAM 15GM,15/01/2020,1,9,0.913,1.026
NOV 18TH,Zoloft,09/02/2020,1,7,1.749,1.893
ALKHUWAIR,Amaryl,17/02/2020,1,23,2.007,2.169
MABELLA1,Advil,16/01/2020,1,29,0.497,0.582
SQGM,Emend,14/01/2020,1,1,0.342,0.42
ALKHUWAIR,NyQuill,20/01/2020,1,10,1.551,1.688
MSQ,BE PLUS 30G,12/01/2020,1,9,1.802,1.934
MARS,Emend,19/01/2020,1,27,0.342,0.42
ALKHUWAIR,AM 10 MG TAB,30/01/2020,1,28,1.141,1.267
W/SALE,NyQuill,10/02/2020,1,6,1.551,1.688
W/SALE,AL CREAM 15GM,09/02/2020,1,1,0.913,1.026
HAIL,Sebastian 20GM CREAM,22/01/2020,1,17,1.534,1.638
HAIL,Advil,22/01/2020,1,24,0.497,0.582
SQGM,A 5 MG TAB,14/01/2020,1,12,1.128,1.218
MABELLA1,Miralax,11/01/2020,1,2,1.921,2.087
NOV 18TH,Amaryl,20/01/2020,1,2,2.007,2.169
ALKHUWAIR,Amaryl,05/01/2020,1,6,2.007,2.169
MARS,Advil,12/01/2020,1,4,0.497,0.582
SQGM,Zoloft,10/02/2020,1,24,1.749,1.893
NOV 18TH,Amaryl,14/02/2020,1,3,2.007,2.169
NOV 18TH,Sebastian 20GM CREAM,21/01/2020,1,3,1.534,1.638
W/SALE,A 5 MG TAB,24/01/2020,1,12,1.128,1.218
MABELLA1,Sebastian 20GM CREAM,28/01/2020,1,24,1.534,1.638
MSQ,NyQuill,03/01/2020,1,12,1.551,1.688
MABELLA1,A 5 MG TAB,04/01/2020,1,20,1.128,1.218
MSQ,BON CREAM 15G,10/01/2020,1,9,0.793,0.887
NOV 18TH,A 5 MG TAB,07/01/2020,1,15,1.128,1.218
MABELLA1,AM 10 MG TAB,15/02/2020,1,20,1.141,1.267
W/SALE,NyQuill,03/02/2020,1,27,1.551,1.688
MABELLA1,Panadol,16/01/2020,1,1,0.21,0.29
HAIL,Zoloft,09/01/2020,1,1,1.749,1.893
SQGM,AM 10 MG TAB,04/02/2020,1,25,1.141,1.267
NOV 18TH,A 5 MG TAB,15/01/2020,1,25,1.128,1.218
MABELLA1,Magne B6,25/01/2020,1,15,1.835,1.98
HAIL,AL CREAM 15GM,30/01/2020,1,18,0.913,1.026
MSQ,A D  25GM. CREAM,15/02/2020,1,1,1.669,1.808
SQGM,Amaryl,28/01/2020,1,14,2.007,2.169
SQGM,Zoloft,17/02/2020,1,28,1.749,1.893
MARS,Miralax,05/02/2020,1,23,1.921,2.087
W/SALE,A D  25GM. CREAM,03/02/2020,1,1,1.669,1.808
MARS,Zovirax,24/01/2020,1,29,1.774,1.897
MARS,A 5 MG TAB,11/02/2020,1,26,1.128,1.218
SQGM,NyQuill,10/01/2020,1,22,1.551,1.688
SHELL,AM 10 MG TAB,05/01/2020,1,13,1.141,1.267
NOV 18TH,Magne B6,17/01/2020,1,16,1.835,1.98
MABELLA1,Panadol,16/02/2020,1,23,0.21,0.29
W/SALE,Panadol,07/02/2020,1,13,0.21,0.29
MSQ,Sebastian 20GM CREAM,24/01/2020,1,9,1.534,1.638
NOV 18TH,Risperdal,09/01/2020,1,26,0.975,1.07
SQGM,Zovirax,29/01/2020,1,20,1.774,1.897
ALKHUWAIR,Visine,14/02/2020,1,9,0.663,0.756
W/SALE,AM 10 MG TAB,03/01/2020,1,13,1.141,1.267
ALKHUWAIR,Advil,31/01/2020,1,16,0.497,0.582
ALKHUWAIR,Sebastian 20GM CREAM,02/01/2020,1,22,1.534,1.638
MSQ,A D  25GM. CREAM,30/01/2020,1,23,1.669,1.808
MSQ,Emend,09/02/2020,1,3,0.342,0.42
HAIL,Emend,06/02/2020,1,27,0.342,0.42
NOV 18TH,Panadol,14/02/2020,1,23,0.21,0.29
NOV 18TH,BON CREAM 15G,12/02/2020,1,9,0.793,0.887
MSQ,AM 10 MG TAB,19/01/2020,1,10,1.141,1.267
HAIL,Risperdal,23/01/2020,1,20,0.975,1.07
NOV 18TH,Panadol,10/02/2020,1,2,0.21,0.29
MABELLA1,Lisinopril,05/02/2020,1,27,1.107,1.206
MARS,Amaryl,14/01/2020,1,17,2.007,2.169
MARS,AL CREAM 15GM,25/01/2020,1,11,0.913,1.026
HAIL,Miralax,06/01/2020,1,14,1.921,2.087
SQGM,Zovirax,16/02/2020,1,6,1.774,1.897
MABELLA1,NyQuill,17/02/2020,1,20,1.551,1.688
W/SALE,Zovirax,28/01/2020,1,4,1.774,1.897
SQGM,Advil,16/02/2020,1,17,0.497,0.582
MSQ,Zovirax,10/02/2020,1,6,1.774,1.897
HAIL,Lisinopril,08/01/2020,1,29,1.107,1.206
HAIL,Sebastian 20GM CREAM,23/01/2020,1,10,1.534,1.638
MSQ,A 5 MG TAB,20/01/2020,1,12,1.128,1.218
SQGM,A D  25GM. CREAM,10/02/2020,1,26,1.669,1.808
SHELL,Advil,27/01/2020,1,14,0.497,0.582
ALKHUWAIR,Advil,18/01/2020,1,8,0.497,0.582
SQGM,Miralax,26/01/2020,1,23,1.921,2.087
MSQ,Panadol,31/01/2020,1,16,0.21,0.29
MABELLA1,Sebastian 20GM CREAM,01/01/2020,1,27,1.534,1.638
MABELLA1,Emend,05/01/2020,1,1,0.342,0.42
ALKHUWAIR,Panadol,28/01/2020,1,22,0.21,0.29
MARS,Zoloft,25/01/2020,1,10,1.749,1.893
W/SALE,Advil,06/02/2020,1,18,0.497,0.582
MSQ,AM 10 MG TAB,30/01/2020,1,23,1.141,1.267
MSQ,Zovirax,31/01/2020,1,5,1.774,1.897
W/SALE,AL CREAM 15GM,13/02/2020,1,12,0.913,1.026
NOV 18TH,Zovirax,30/01/2020,1,7,1.774,1.897
SQGM,NyQuill,04/02/2020,1,26,1.551,1.688
MARS,Magne B6,05/01/2020,1,4,1.835,1.98
MARS,AM 10 MG TAB,10/01/2020,1,3,1.141,1.267
MARS,BON CREAM 15G,07/01/2020,1,28,0.793,0.887
MSQ,AL CREAM 15GM,13/02/2020,1,15,0.913,1.026
W/SALE,Risperdal,21/01/2020,1,19,0.975,1.07
NOV 18TH,AM 10 MG TAB,10/02/2020,1,28,1.141,1.267
NOV 18TH,Panadol,21/01/2020,1,19,0.21,0.29
W/SALE,Sebastian 20GM CREAM,10/02/2020,1,2,1.534,1.638
HAIL,Lisinopril,06/01/2020,1,19,1.107,1.206
HAIL,AL CREAM 15GM,01/01/2020,1,21,0.913,1.026
HAIL,Zovirax,11/01/2020,1,2,1.774,1.897
ALKHUWAIR,Magne B6,19/01/2020,1,4,1.835,1.98
MARS,BON CREAM 15G,06/02/2020,1,10,0.793,0.887
MARS,Visine,30/01/2020,1,12,0.663,0.756
SHELL,Zovirax,20/01/2020,1,20,1.774,1.897
SHELL,BON CREAM 15G,08/01/2020,1,20,0.793,0.887
NOV 18TH,A 5 MG TAB,16/02/2020,1,6,1.128,1.218
NOV 18TH,Miralax,03/02/2020,1,12,1.921,2.087
MABELLA1,NyQuill,02/01/2020,1,20,1.551,1.688
NOV 18TH,Visine,11/02/2020,1,26,0.663,0.756
NOV 18TH,Magne B6,05/01/2020,1,5,1.835,1.98
NOV 18TH,Risperdal,29/01/2020,1,28,0.975,1.07
W/SALE,A D  25GM. CREAM,01/01/2020,1,8,1.669,1.808
MSQ,Advil,05/02/2020,1,26,0.497,0.582
SQGM,Visine,01/02/2020,1,25,0.663,0.756
